YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2008,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,365,12,3.3,0,0,0,0,9,2.5,0,0,3,0.8,0,0,5,1.4,7,1.9,0,0,0,0
2009,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,363,8,2.2,0,0,0,0,7,1.9,0,0,0,0,1,0.3,4,1.1,4,1.1,0,0,0,0
2010,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,344,8,2.3,0,0,3,0.9,3,0.9,0,0,0,0,1,0.3,3,0.9,5,1.5,0,0,0,0
2011,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,363,15,4.1,3,0.8,0,0,9,2.5,0,0,0,0,1,0.3,8,2.2,7,1.9,0,0,0,0
2012,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,340,12,3.5,0,0,0,0,12,3.5,0,0,0,0,0,0,5,1.5,7,2.1,0,0,3,0.9
2013,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,353,20,5.7,0,0,0,0,18,5.1,0,0,0,0,2,0.6,4,1.1,16,4.5,0,0,1,0.3
2014,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,309,6,1.9,0,0,0,0,4,1.3,0,0,0,0,0,0,4,1.3,2,0.6,0,0,0,0
2015,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,309,8,2.6,0,0,3,1,3,1,0,0,0,0,0,0,2,0.6,6,1.9,0,0,0,0
2016,072074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE,292,3,1,0,0,0,0,1,0.3,0,0,0,0,0,0,2,0.7,1,0.3,0,0,0,0
2001,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,267,1,0.4,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0
2003,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,276,4,1.4,0,0,0,0,2,0.7,0,0,0,0,2,0.7,0,0,4,1.4,0,0,0,0
2004,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,330,3,0.9,0,0,0,0,3,0.9,0,0,0,0,0,0,0,0,3,0.9,0,0,0,0
2005,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,304,2,0.7,0,0,0,0,2,0.7,0,0,0,0,0,0,0,0,2,0.7,0,0,0,0
2006,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,072074,NEW MADRID CO. R-I,4100,LILBOURN ELEM.,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,234,1,0.4,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0
2003,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,146,1,0.7,0,0,0,0,0,0,0,0,0,0,1,0.7,0,0,1,0.7,0,0,0,0
2011,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,144,1,0.7,0,0,0,0,1,0.7,0,0,0,0,0,0,0,0,1,0.7,0,0,0,0
2012,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,136,1,0.7,0,0,0,0,1,0.7,0,0,0,0,0,0,0,0,1,0.7,0,0,0,0
2014,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,072074,NEW MADRID CO. R-I,4120,MATTHEWS ELEM.,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,360,1,0.3,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0
2004,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,289,1,0.3,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,1,0.3,0,0,0,0
2011,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,072074,NEW MADRID CO. R-I,4140,NEW MADRID ELEM.,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,436,8,1.8,0,0,0,0,3,0.7,0,0,5,1.1,0,0,0,0,8,1.8,0,0,0,0
2002,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,448,9,2,0,0,4,0.9,3,0.7,0,0,1,0.2,1,0.2,0,0,9,2,0,0,1,0.2
2003,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,433,12,2.8,2,0.5,7,1.6,3,0.7,0,0,0,0,0,0,0,0,12,2.8,0,0,3,0.7
2004,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,459,12,2.6,1,0.2,8,1.7,1,0.2,0,0,0,0,2,0.4,0,0,12,2.6,0,0,3,0.7
2005,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,447,15,3.4,0,0,9,2,5,1.1,0,0,1,0.2,0,0,1,0.2,14,3.1,0,0,2,0.4
2006,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,487,10,2.1,2,0.4,5,1,3,0.6,0,0,0,0,0,0,0,0,10,2.1,0,0,1,0.2
2007,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,520,10,1.9,0,0,4,0.8,5,1,0,0,1,0.2,0,0,0,0,10,1.9,0,0,2,0.4
2008,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,533,9,1.7,1,0.2,0,0,3,0.6,2,0.4,3,0.6,0,0,0,0,9,1.7,0,0,0,0
2009,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,547,13,2.4,0,0,9,1.6,0,0,0,0,4,0.7,0,0,0,0,13,2.4,0,0,0,0
2010,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,498,7,1.4,0,0,2,0.4,5,1,0,0,0,0,0,0,0,0,7,1.4,0,0,0,0
2011,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,507,6,1.2,0,0,0,0,5,1,0,0,0,0,1,0.2,0,0,6,1.2,0,0,0,0
2012,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,494,12,2.4,5,1,4,0.8,3,0.6,0,0,0,0,0,0,0,0,12,2.4,0,0,1,0.2
2013,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,461,7,1.5,1,0.2,1,0.2,5,1.1,0,0,0,0,0,0,0,0,7,1.5,0,0,1,0.2
2014,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,475,10,2.1,3,0.6,5,1.1,2,0.4,0,0,0,0,0,0,0,0,10,2.1,0,0,2,0.4
2015,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,484,3,0.6,0,0,1,0.2,2,0.4,0,0,0,0,0,0,0,0,3,0.6,0,0,0,0
2016,073099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH,471,9,1.9,0,0,4,0.8,5,1.1,0,0,0,0,0,0,0,0,9,1.9,0,0,3,0.6
2001,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,602,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2002,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,604,2,0.3,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,0,2,0.3,0,0,0,0
2003,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,625,3,0.5,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,3,0.5,0,0,3,0.5
2004,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,654,2,0.3,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,1,0.2,1,0.2,1,0.2
2005,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,669,4,0.6,0,0,3,0.4,0,0,0,0,0,0,1,0.1,0,0,4,0.6,0,0,0,0
2006,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,643,4,0.6,0,0,1,0.2,1,0.2,0,0,1,0.2,1,0.2,0,0,4,0.6,0,0,4,0.6
2007,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,675,6,0.9,0,0,0,0,5,0.7,0,0,1,0.1,0,0,0,0,6,0.9,0,0,1,0.1
2008,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,676,2,0.3,0,0,0,0,0,0,0,0,2,0.3,0,0,0,0,2,0.3,0,0,0,0
2009,073099,EAST NEWTON CO. R-VI,4020,GRANBY ELEM.,641,9,1.4,0,0,0,0,6,0.9,0,0,3,0.5,0,0,0,0,9,1.4,0,0,0,0
2010,073099,EAST NEWTON CO. R-VI,4020,GRANBY ,645,4,0.6,0,0,0,0,4,0.6,0,0,0,0,0,0,0,0,4,0.6,0,0,0,0
2011,073099,EAST NEWTON CO. R-VI,4020,GRANBY ,661,5,0.8,0,0,2,0.3,3,0.5,0,0,0,0,0,0,0,0,5,0.8,0,0,2,0.3
2012,073099,EAST NEWTON CO. R-VI,4020,GRANBY ,625,3,0.5,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0
2013,073099,EAST NEWTON CO. R-VI,4020,GRANBY ,551,2,0.4,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0
2014,073099,EAST NEWTON CO. R-VI,4020,GRANBY ,543,6,1.1,0,0,3,0.6,3,0.6,0,0,0,0,0,0,0,0,6,1.1,0,0,0,0
2015,073099,EAST NEWTON CO. R-VI,4020,GRANBY ,541,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2016,073099,EAST NEWTON CO. R-VI,4020,GRANBY,504,2,0.4,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0
2001,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,475,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
2002,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,435,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2
2004,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,463,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
2006,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,467,2,0.4,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0
2007,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,472,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0
2008,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,456,4,0.9,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,4,0.9,0,0,0,0
2009,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ELEM.,475,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2010,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ,451,2,0.4,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0
2011,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,073099,EAST NEWTON CO. R-VI,4040,TRIWAY ,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,073099,EAST NEWTON CO. R-VI,4040,TRIWAY,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,073102,DIAMOND R-IV,1050,DIAMOND HIGH,221,2,0.9,0,0,0,0,2,0.9,0,0,0,0,0,0,0,0,1,0.5,0,0,2,0.9
2002,073102,DIAMOND R-IV,1050,DIAMOND HIGH,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,073102,DIAMOND R-IV,1050,DIAMOND HIGH,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,073102,DIAMOND R-IV,1050,DIAMOND HIGH,235,2,0.9,0,0,1,0.4,1,0.4,0,0,0,0,0,0,0,0,2,0.9,0,0,1,0.4
2005,073102,DIAMOND R-IV,1050,DIAMOND HIGH,262,8,3.1,0,0,7,2.7,1,0.4,0,0,0,0,0,0,0,0,8,3.1,0,0,8,3.1
2006,073102,DIAMOND R-IV,1050,DIAMOND HIGH,259,3,1.2,0,0,0,0,0,0,0,0,3,1.2,0,0,0,0,3,1.2,0,0,1,0.4
2007,073102,DIAMOND R-IV,1050,DIAMOND HIGH,288,2,0.7,0,0,0,0,0,0,0,0,2,0.7,0,0,0,0,2,0.7,0,0,0,0
2008,073102,DIAMOND R-IV,1050,DIAMOND HIGH,296,9,3,0,0,0,0,8,2.7,0,0,0,0,1,0.3,0,0,9,3,0,0,0,0
2009,073102,DIAMOND R-IV,1050,DIAMOND HIGH,294,7,2.4,0,0,0,0,6,2,1,0.3,0,0,0,0,2,0.7,5,1.7,0,0,0,0
2010,073102,DIAMOND R-IV,1050,DIAMOND HIGH,298,2,0.7,0,0,0,0,1,0.3,1,0.3,0,0,0,0,1,0.3,1,0.3,0,0,0,0
2011,073102,DIAMOND R-IV,1050,DIAMOND HIGH,300,7,2.3,0,0,3,1,4,1.3,0,0,0,0,0,0,0,0,7,2.3,0,0,0,0
2012,073102,DIAMOND R-IV,1050,DIAMOND HIGH,287,9,3.1,0,0,1,0.3,6,2.1,0,0,0,0,0,0,2,0.7,7,2.4,0,0,0,0
2013,073102,DIAMOND R-IV,1050,DIAMOND HIGH,280,5,1.8,0,0,2,0.7,0,0,0,0,0,0,3,1.1,0,0,5,1.8,0,0,1,0.4
2014,073102,DIAMOND R-IV,1050,DIAMOND HIGH,261,5,1.9,0,0,3,1.1,2,0.8,0,0,0,0,0,0,0,0,4,1.5,1,0.4,1,0.4
2015,073102,DIAMOND R-IV,1050,DIAMOND HIGH,261,4,1.5,0,0,3,1.1,1,0.4,0,0,0,0,0,0,1,0.4,3,1.1,0,0,0,0
2016,073102,DIAMOND R-IV,1050,DIAMOND HIGH,261,2,0.8,1,0.4,0,0,0,0,0,0,0,0,1,0.4,0,0,2,0.8,0,0,1,0.4
2001,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,189,2,1.1,0,0,0,0,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.1
2002,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,204,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,1,0.5
2003,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,303,1,0.3,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0
2007,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,323,5,1.5,0,0,0,0,5,1.5,0,0,0,0,0,0,1,0.3,4,1.2,0,0,0,0
2008,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,322,1,0.3,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0
2009,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,301,3,1,0,0,0,0,3,1,0,0,0,0,0,0,2,0.7,1,0.3,0,0,0,0
2010,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,293,5,1.7,0,0,0,0,5,1.7,0,0,0,0,0,0,5,1.7,0,0,0,0,0,0
2011,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,273,3,1.1,0,0,3,1.1,0,0,0,0,0,0,0,0,0,0,3,1.1,0,0,0,0
2013,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,267,2,0.7,0,0,1,0.4,0,0,0,0,0,0,1,0.4,0,0,2,0.7,0,0,0,0
2016,073102,DIAMOND R-IV,3000,DIAMOND MIDDLE,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,357,1,0.3,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,1,0.3,0,0,1,0.3
2008,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,309,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0
2014,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,073102,DIAMOND R-IV,4020,DIAMOND ELEM.,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,073105,WESTVIEW C-6,4020,WESTVIEW ELEM.,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,073105,WESTVIEW C-6,4020,WESTVIEW ELEM.,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,073105,WESTVIEW C-6,4020,WESTVIEW ELEM.,154,5,3.2,0,0,0,0,2,1.3,0,0,3,1.9,0,0,3,1.9,0,0,0,0,5,3.2
2004,073105,WESTVIEW C-6,4020,WESTVIEW ELEM.,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,073105,WESTVIEW C-6,4020,WESTVIEW ELEM.,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
