YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2003,024086,KEARNEY R-I,4020,HOLT ELEM.,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024086,KEARNEY R-I,4020,HOLT ELEM.,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024086,KEARNEY R-I,4020,HOLT ELEM.,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024086,KEARNEY R-I,4020,HOLT ELEM.,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024086,KEARNEY R-I,4020,HOLT ELEM.,157,1,0.6,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,1,0.6,0,0
2008,024086,KEARNEY R-I,4020,HOLT ELEM.,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024086,KEARNEY R-I,4040,KEARNEY ELEM.,486,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,0,0
2002,024086,KEARNEY R-I,4040,KEARNEY ELEM.,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024086,KEARNEY R-I,4040,KEARNEY ELEM.,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024086,KEARNEY R-I,4040,KEARNEY ELEM.,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024086,KEARNEY R-I,4040,KEARNEY ELEM.,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024086,KEARNEY R-I,4040,KEARNEY ELEM.,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024086,KEARNEY R-I,4040,KEARNEY ELEM.,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024086,KEARNEY R-I,4040,KEARNEY ELEM.,315,1,0.3,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0
2009,024086,KEARNEY R-I,4040,KEARNEY ELEM.,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024086,KEARNEY R-I,4040,KEARNEY ELEM.,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,024086,KEARNEY R-I,4040,KEARNEY ELEM.,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024086,KEARNEY R-I,4040,KEARNEY ELEM.,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,024086,KEARNEY R-I,4040,KEARNEY ELEM.,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024086,KEARNEY R-I,4040,KEARNEY ELEM.,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,024086,KEARNEY R-I,4040,KEARNEY ELEM.,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024086,KEARNEY R-I,4040,KEARNEY ELEM.,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024086,KEARNEY R-I,4060,KEARNEY INTERMEDIATE,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024086,KEARNEY R-I,4060,KEARNEY INTERMEDIATE,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024086,KEARNEY R-I,4060,KEARNEY INTERMEDIATE,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024086,KEARNEY R-I,4060,KEARNEY INTERMEDIATE,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024086,KEARNEY R-I,4060,KEARNEY INTERMEDIATE,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,357,1,0.3,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,1,0.3,0,0,0,0
2011,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,354,1,0.3,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0,0,0,1,0.3,1,0.3
2008,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,466,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
2014,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024086,KEARNEY R-I,5000,SUMMIT RIDGE,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024086,KEARNEY R-I,5000,SUMMIT RIDGE,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024086,KEARNEY R-I,5000,SUMMIT RIDGE,788,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1
2005,024086,KEARNEY R-I,5000,SUMMIT RIDGE,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024086,KEARNEY R-I,5000,SUMMIT RIDGE,855,11,1.3,0,0,0,0,10,1.2,0,0,0,0,1,0.1,0,0,11,1.3,0,0,2,0.2
2006,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,483,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
2011,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,501,6,1.2,0,0,6,1.2,0,0,0,0,0,0,0,0,0,0,4,0.8,2,0.4,2,0.4
2002,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,520,3,0.6,2,0.4,0,0,1,0.2,0,0,0,0,0,0,0,0,3,0.6,0,0,1,0.2
2003,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,533,4,0.8,3,0.6,0,0,1,0.2,0,0,0,0,0,0,0,0,4,0.8,0,0,4,0.8
2004,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,546,9,1.6,2,0.4,7,1.3,0,0,0,0,0,0,0,0,0,0,9,1.6,0,0,9,1.6
2005,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,583,6,1,0,0,5,0.9,0,0,0,0,0,0,1,0.2,0,0,6,1,0,0,2,0.3
2006,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,612,8,1.3,0,0,8,1.3,0,0,0,0,0,0,0,0,0,0,8,1.3,0,0,1,0.2
2007,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,677,2,0.3,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,2,0.3,0,0,2,0.3
2008,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,662,20,3,8,1.2,9,1.4,1,0.2,0,0,0,0,2,0.3,0,0,19,2.9,1,0.2,5,0.8
2009,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,673,11,1.6,2,0.3,4,0.6,4,0.6,0,0,0,0,1,0.1,0,0,10,1.5,1,0.1,2,0.3
2010,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,727,7,1,1,0.1,6,0.8,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
2011,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,756,8,1.1,2,0.3,3,0.4,3,0.4,0,0,0,0,0,0,0,0,8,1.1,0,0,1,0.1
2012,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,744,20,2.7,3,0.4,12,1.6,4,0.5,0,0,0,0,0,0,0,0,20,2.7,0,0,1,0.1
2013,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,813,5,0.6,0,0,1,0.1,4,0.5,0,0,0,0,0,0,0,0,5,0.6,0,0,1,0.1
2014,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,815,12,1.5,6,0.7,2,0.2,4,0.5,0,0,0,0,0,0,0,0,12,1.5,0,0,0,0
2015,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,819,15,1.8,0,0,12,1.5,2,0.2,0,0,0,0,1,0.1,0,0,15,1.8,0,0,5,0.6
2016,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,841,13,1.5,1,0.1,9,1.1,2,0.2,0,0,1,0.1,0,0,0,0,13,1.5,0,0,2,0.2
2001,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,360,1,0.3,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,1,0.3,0,0,1,0.3
2002,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,379,1,0.3,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,1,0.3,0,0,1,0.3
2003,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,455,2,0.4,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,1,0.2
2005,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,479,2,0.4,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,0,2,0.4,0,0,1,0.2
2007,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,495,2,0.4,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0
2008,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,547,3,0.5,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0
2009,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,547,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2010,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,605,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0
2011,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,596,5,0.8,0,0,5,0.8,0,0,0,0,0,0,0,0,0,0,5,0.8,0,0,0,0
2013,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,569,7,1.2,0,0,7,1.2,0,0,0,0,0,0,0,0,0,0,7,1.2,0,0,1,0.2
2014,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,590,2,0.3,0,0,0,0,2,0.3,0,0,0,0,0,0,0,0,2,0.3,0,0,1,0.2
2015,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,597,16,2.7,1,0.2,6,1,6,1,0,0,0,0,0,0,0,0,16,2.7,0,0,0,0
2016,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,633,8,1.3,0,0,2,0.3,1,0.2,0,0,1,0.2,3,0.5,0,0,8,1.3,0,0,2,0.3
2001,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,553,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0
2015,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,831,18,2.2,3,0.4,7,0.8,4,0.5,0,0,4,0.5,0,0,0,0,18,2.2,0,0,0,0
2002,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,870,18,2.1,2,0.2,3,0.3,9,1,0,0,4,0.5,0,0,0,0,18,2.1,0,0,0,0
2003,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,886,6,0.7,0,0,2,0.2,4,0.5,0,0,0,0,0,0,0,0,6,0.7,0,0,0,0
2004,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,889,38,4.3,6,0.7,10,1.1,18,2,0,0,4,0.4,0,0,0,0,38,4.3,0,0,0,0
2005,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,906,24,2.6,3,0.3,7,0.8,11,1.2,0,0,2,0.2,1,0.1,0,0,24,2.6,0,0,6,0.7
2006,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,909,30,3.3,6,0.7,8,0.9,6,0.7,0,0,5,0.6,5,0.6,0,0,30,3.3,0,0,6,0.7
2007,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,876,50,5.7,1,0.1,21,2.4,15,1.7,0,0,1,0.1,5,0.6,0,0,50,5.7,0,0,11,1.3
2009,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,840,25,3,2,0.2,11,1.3,2,0.2,0,0,1,0.1,1,0.1,0,0,25,3,0,0,1,0.1
2010,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,854,39,4.6,4,0.5,12,1.4,10,1.2,0,0,1,0.1,5,0.6,0,0,39,4.6,0,0,8,0.9
2011,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,845,32,3.8,3,0.4,17,2,8,0.9,0,0,3,0.4,0,0,0,0,32,3.8,0,0,5,0.6
2012,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,844,54,6.4,6,0.7,13,1.5,21,2.5,0,0,1,0.1,2,0.2,0,0,54,6.4,0,0,8,0.9
2013,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,819,62,7.6,0,0,29,3.5,23,2.8,0,0,4,0.5,1,0.1,0,0,62,7.6,0,0,16,2
2014,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,804,46,5.7,2,0.2,9,1.1,23,2.9,0,0,4,0.5,2,0.2,0,0,45,5.6,0,0,12,1.5
2015,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,796,43,5.4,0,0,10,1.3,22,2.8,0,0,3,0.4,0,0,20,2.5,22,2.8,0,0,9,1.1
2016,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,791,32,4,0,0,4,0.5,14,1.8,0,0,2,0.3,0,0,11,1.4,21,2.7,0,0,11,1.4
2001,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
